Handle,Title,"Body (HTML)",Vendor,"Product Category",Type,Tags,Published,"Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant SKU","Variant Grams","Variant Inventory Qty","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Variant Image"
aeon-capri,"Aeon Capri",,,"Clothing,Pants,Performance Fabrics",,,TRUE,Size,29,Color,Orange,,,WP07-29-Orange,0,100,48.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wp07-black_main.jpg,
bardot-capri,"Bardot Capri",,,"Clothing,Pants",,,TRUE,Size,28,Color,Black,,,WP08-28-Black,0,100,48.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wp08-black_main.jpg,
bardot-capri,"Bardot Capri",,,"Clothing,Pants",,,TRUE,Size,28,Color,Green,,,WP08-28-Green,0,100,48.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wp08-black_main.jpg,
bardot-capri,"Bardot Capri",,,"Clothing,Pants",,,TRUE,Size,28,Color,Red,,,WP08-28-Red,0,100,48.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wp08-black_main.jpg,
bardot-capri,"Bardot Capri",,,"Clothing,Pants",,,TRUE,Size,29,Color,Black,,,WP08-29-Black,0,100,48.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wp08-black_main.jpg,
bardot-capri,"Bardot Capri",,,"Clothing,Pants",,,TRUE,Size,29,Color,Green,,,WP08-29-Green,0,100,48.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wp08-black_main.jpg,
bardot-capri,"Bardot Capri",,,"Clothing,Pants",,,TRUE,Size,29,Color,Red,,,WP08-29-Red,0,100,48.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wp08-black_main.jpg,
carina-basic-capri,"Carina Basic Capri",,,"Clothing,Pants",,,TRUE,Size,28,Color,Black,,,WP09-28-Black,0,100,51.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wp09-black_main.jpg,
carina-basic-capri,"Carina Basic Capri",,,"Clothing,Pants",,,TRUE,Size,28,Color,Blue,,,WP09-28-Blue,0,100,51.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wp09-black_main.jpg,
carina-basic-capri,"Carina Basic Capri",,,"Clothing,Pants",,,TRUE,Size,28,Color,Purple,,,WP09-28-Purple,0,100,51.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wp09-black_main.jpg,
carina-basic-capri,"Carina Basic Capri",,,"Clothing,Pants",,,TRUE,Size,29,Color,Black,,,WP09-29-Black,0,100,51.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wp09-black_main.jpg,
carina-basic-capri,"Carina Basic Capri",,,"Clothing,Pants",,,TRUE,Size,29,Color,Blue,,,WP09-29-Blue,0,100,51.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wp09-black_main.jpg,
carina-basic-capri,"Carina Basic Capri",,,"Clothing,Pants",,,TRUE,Size,29,Color,Purple,,,WP09-29-Purple,0,100,51.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wp09-black_main.jpg,
daria-bikram-pant,"Daria Bikram Pant",,,"Clothing,Eco Friendly,Pants",,,TRUE,Size,28,Color,Black,,,WP10-28-Black,0,100,51.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wp10-black_main.jpg,
daria-bikram-pant,"Daria Bikram Pant",,,"Clothing,Eco Friendly,Pants",,,TRUE,Size,28,Color,Gray,,,WP10-28-Gray,0,100,51.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wp10-black_main.jpg,
daria-bikram-pant,"Daria Bikram Pant",,,"Clothing,Eco Friendly,Pants",,,TRUE,Size,28,Color,White,,,WP10-28-White,0,100,51.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wp10-black_main.jpg,
daria-bikram-pant,"Daria Bikram Pant",,,"Clothing,Eco Friendly,Pants",,,TRUE,Size,29,Color,Black,,,WP10-29-Black,0,100,51.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wp10-black_main.jpg,
daria-bikram-pant,"Daria Bikram Pant",,,"Clothing,Eco Friendly,Pants",,,TRUE,Size,29,Color,Gray,,,WP10-29-Gray,0,100,51.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wp10-black_main.jpg,
daria-bikram-pant,"Daria Bikram Pant",,,"Clothing,Eco Friendly,Pants",,,TRUE,Size,29,Color,White,,,WP10-29-White,0,100,51.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wp10-black_main.jpg,
sylvia-capri,"Sylvia Capri",,,"Clothing,Pants",,,TRUE,Size,28,Color,Blue,,,WP11-28-Blue,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wp11-blue_main.jpg,
sylvia-capri,"Sylvia Capri",,,"Clothing,Pants",,,TRUE,Size,28,Color,Green,,,WP11-28-Green,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wp11-blue_main.jpg,
sylvia-capri,"Sylvia Capri",,,"Clothing,Pants",,,TRUE,Size,28,Color,Red,,,WP11-28-Red,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wp11-blue_main.jpg,
sylvia-capri,"Sylvia Capri",,,"Clothing,Pants",,,TRUE,Size,29,Color,Blue,,,WP11-29-Blue,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wp11-blue_main.jpg,
sylvia-capri,"Sylvia Capri",,,"Clothing,Pants",,,TRUE,Size,29,Color,Green,,,WP11-29-Green,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wp11-blue_main.jpg,
sylvia-capri,"Sylvia Capri",,,"Clothing,Pants",,,TRUE,Size,29,Color,Red,,,WP11-29-Red,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wp11-blue_main.jpg,
deirdre-relaxed-fit-capri,"Deirdre Relaxed-Fit Capri",,,"Clothing,Pants,Performance Fabrics",,,TRUE,Size,28,Color,Blue,,,WP12-28-Blue,0,100,63.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wp12-blue_main.jpg,
deirdre-relaxed-fit-capri,"Deirdre Relaxed-Fit Capri",,,"Clothing,Pants,Performance Fabrics",,,TRUE,Size,28,Color,Gray,,,WP12-28-Gray,0,100,63.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wp12-blue_main.jpg,
deirdre-relaxed-fit-capri,"Deirdre Relaxed-Fit Capri",,,"Clothing,Pants,Performance Fabrics",,,TRUE,Size,28,Color,Green,,,WP12-28-Green,0,100,63.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wp12-blue_main.jpg,
deirdre-relaxed-fit-capri,"Deirdre Relaxed-Fit Capri",,,"Clothing,Pants,Performance Fabrics",,,TRUE,Size,29,Color,Blue,,,WP12-29-Blue,0,100,63.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wp12-blue_main.jpg,
deirdre-relaxed-fit-capri,"Deirdre Relaxed-Fit Capri",,,"Clothing,Pants,Performance Fabrics",,,TRUE,Size,29,Color,Gray,,,WP12-29-Gray,0,100,63.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wp12-blue_main.jpg,
deirdre-relaxed-fit-capri,"Deirdre Relaxed-Fit Capri",,,"Clothing,Pants,Performance Fabrics",,,TRUE,Size,29,Color,Green,,,WP12-29-Green,0,100,63.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wp12-blue_main.jpg,
portia-capri,"Portia Capri",,,"Clothing,Erin Recommends,Pants",,,TRUE,Size,28,Color,Blue,,,WP13-28-Blue,0,100,49.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wp13-blue_main.jpg,
portia-capri,"Portia Capri",,,"Clothing,Erin Recommends,Pants",,,TRUE,Size,28,Color,Green,,,WP13-28-Green,0,100,49.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wp13-blue_main.jpg,
portia-capri,"Portia Capri",,,"Clothing,Erin Recommends,Pants",,,TRUE,Size,28,Color,Orange,,,WP13-28-Orange,0,100,49.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wp13-blue_main.jpg,
portia-capri,"Portia Capri",,,"Clothing,Erin Recommends,Pants",,,TRUE,Size,29,Color,Blue,,,WP13-29-Blue,0,100,49.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wp13-blue_main.jpg,
portia-capri,"Portia Capri",,,"Clothing,Erin Recommends,Pants",,,TRUE,Size,29,Color,Green,,,WP13-29-Green,0,100,49.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wp13-blue_main.jpg,
portia-capri,"Portia Capri",,,"Clothing,Erin Recommends,Pants",,,TRUE,Size,29,Color,Orange,,,WP13-29-Orange,0,100,49.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wp13-blue_main.jpg,
gwyn-endurance-tee,"Gwyn Endurance Tee",,,"Clothing,Tees",,,TRUE,Size,L,Color,Black,,,WS01-L-Black,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws01-black_main.jpg,
gwyn-endurance-tee,"Gwyn Endurance Tee",,,"Clothing,Tees",,,TRUE,Size,L,Color,Green,,,WS01-L-Green,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws01-black_main.jpg,
gwyn-endurance-tee,"Gwyn Endurance Tee",,,"Clothing,Tees",,,TRUE,Size,L,Color,Yellow,,,WS01-L-Yellow,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws01-black_main.jpg,
gwyn-endurance-tee,"Gwyn Endurance Tee",,,"Clothing,Tees",,,TRUE,Size,M,Color,Black,,,WS01-M-Black,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws01-black_main.jpg,
gwyn-endurance-tee,"Gwyn Endurance Tee",,,"Clothing,Tees",,,TRUE,Size,M,Color,Green,,,WS01-M-Green,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws01-black_main.jpg,
gwyn-endurance-tee,"Gwyn Endurance Tee",,,"Clothing,Tees",,,TRUE,Size,M,Color,Yellow,,,WS01-M-Yellow,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws01-black_main.jpg,
gwyn-endurance-tee,"Gwyn Endurance Tee",,,"Clothing,Tees",,,TRUE,Size,S,Color,Black,,,WS01-S-Black,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws01-black_main.jpg,
gwyn-endurance-tee,"Gwyn Endurance Tee",,,"Clothing,Tees",,,TRUE,Size,S,Color,Green,,,WS01-S-Green,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws01-black_main.jpg,
gwyn-endurance-tee,"Gwyn Endurance Tee",,,"Clothing,Tees",,,TRUE,Size,S,Color,Yellow,,,WS01-S-Yellow,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws01-black_main.jpg,
gwyn-endurance-tee,"Gwyn Endurance Tee",,,"Clothing,Tees",,,TRUE,Size,XL,Color,Black,,,WS01-XL-Black,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws01-black_main.jpg,
gwyn-endurance-tee,"Gwyn Endurance Tee",,,"Clothing,Tees",,,TRUE,Size,XL,Color,Green,,,WS01-XL-Green,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws01-black_main.jpg,
gwyn-endurance-tee,"Gwyn Endurance Tee",,,"Clothing,Tees",,,TRUE,Size,XL,Color,Yellow,,,WS01-XL-Yellow,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws01-black_main.jpg,
gwyn-endurance-tee,"Gwyn Endurance Tee",,,"Clothing,Tees",,,TRUE,Size,XS,Color,Black,,,WS01-XS-Black,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws01-black_main.jpg,
gwyn-endurance-tee,"Gwyn Endurance Tee",,,"Clothing,Tees",,,TRUE,Size,XS,Color,Green,,,WS01-XS-Green,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws01-black_main.jpg,
gwyn-endurance-tee,"Gwyn Endurance Tee",,,"Clothing,Tees",,,TRUE,Size,XS,Color,Yellow,,,WS01-XS-Yellow,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws01-black_main.jpg,
gabrielle-micro-sleeve-top,"Gabrielle Micro Sleeve Top",,,"Clothing,New Luma Yoga Collection,Tees",,,TRUE,Size,L,Color,Blue,,,WS02-L-Blue,0,100,28.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws02-blue_main.jpg,
gabrielle-micro-sleeve-top,"Gabrielle Micro Sleeve Top",,,"Clothing,New Luma Yoga Collection,Tees",,,TRUE,Size,L,Color,Green,,,WS02-L-Green,0,100,28.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws02-blue_main.jpg,
gabrielle-micro-sleeve-top,"Gabrielle Micro Sleeve Top",,,"Clothing,New Luma Yoga Collection,Tees",,,TRUE,Size,L,Color,Red,,,WS02-L-Red,0,100,28.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws02-blue_main.jpg,
gabrielle-micro-sleeve-top,"Gabrielle Micro Sleeve Top",,,"Clothing,New Luma Yoga Collection,Tees",,,TRUE,Size,M,Color,Blue,,,WS02-M-Blue,0,100,28.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws02-blue_main.jpg,
gabrielle-micro-sleeve-top,"Gabrielle Micro Sleeve Top",,,"Clothing,New Luma Yoga Collection,Tees",,,TRUE,Size,M,Color,Green,,,WS02-M-Green,0,100,28.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws02-blue_main.jpg,
gabrielle-micro-sleeve-top,"Gabrielle Micro Sleeve Top",,,"Clothing,New Luma Yoga Collection,Tees",,,TRUE,Size,M,Color,Red,,,WS02-M-Red,0,100,28.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws02-blue_main.jpg,
gabrielle-micro-sleeve-top,"Gabrielle Micro Sleeve Top",,,"Clothing,New Luma Yoga Collection,Tees",,,TRUE,Size,S,Color,Blue,,,WS02-S-Blue,0,100,28.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws02-blue_main.jpg,
gabrielle-micro-sleeve-top,"Gabrielle Micro Sleeve Top",,,"Clothing,New Luma Yoga Collection,Tees",,,TRUE,Size,S,Color,Green,,,WS02-S-Green,0,100,28.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws02-blue_main.jpg,
gabrielle-micro-sleeve-top,"Gabrielle Micro Sleeve Top",,,"Clothing,New Luma Yoga Collection,Tees",,,TRUE,Size,S,Color,Red,,,WS02-S-Red,0,100,28.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws02-blue_main.jpg,
gabrielle-micro-sleeve-top,"Gabrielle Micro Sleeve Top",,,"Clothing,New Luma Yoga Collection,Tees",,,TRUE,Size,XL,Color,Blue,,,WS02-XL-Blue,0,100,28.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws02-blue_main.jpg,
gabrielle-micro-sleeve-top,"Gabrielle Micro Sleeve Top",,,"Clothing,New Luma Yoga Collection,Tees",,,TRUE,Size,XL,Color,Green,,,WS02-XL-Green,0,100,28.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws02-blue_main.jpg,
gabrielle-micro-sleeve-top,"Gabrielle Micro Sleeve Top",,,"Clothing,New Luma Yoga Collection,Tees",,,TRUE,Size,XL,Color,Red,,,WS02-XL-Red,0,100,28.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws02-blue_main.jpg,
gabrielle-micro-sleeve-top-xs-blue,"Gabrielle Micro Sleeve Top-XS-Blue",,,"Clothing,New Luma Yoga Collection,Tees",,,TRUE,Size,XS,Color,Blue,,,WS02-XS-Blue,0,100,28.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws02-blue_main.jpg,
gabrielle-micro-sleeve-top-xs-blue,"Gabrielle Micro Sleeve Top-XS-Blue",,,"Clothing,New Luma Yoga Collection,Tees",,,TRUE,Size,XS,Color,Green,,,WS02-XS-Green,0,100,28.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws02-blue_main.jpg,
gabrielle-micro-sleeve-top-xs-blue,"Gabrielle Micro Sleeve Top-XS-Blue",,,"Clothing,New Luma Yoga Collection,Tees",,,TRUE,Size,XS,Color,Red,,,WS02-XS-Red,0,100,28.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws02-blue_main.jpg,
iris-workout-top,"Iris Workout Top",,,"Clothing,Performance Fabrics,Tees",,,TRUE,Size,L,Color,Blue,,,WS03-L-Blue,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws03-blue_main.jpg,
iris-workout-top,"Iris Workout Top",,,"Clothing,Performance Fabrics,Tees",,,TRUE,Size,L,Color,Green,,,WS03-L-Green,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws03-blue_main.jpg,
iris-workout-top,"Iris Workout Top",,,"Clothing,Performance Fabrics,Tees",,,TRUE,Size,L,Color,Red,,,WS03-L-Red,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws03-blue_main.jpg,
iris-workout-top,"Iris Workout Top",,,"Clothing,Performance Fabrics,Tees",,,TRUE,Size,M,Color,Blue,,,WS03-M-Blue,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws03-blue_main.jpg,
iris-workout-top,"Iris Workout Top",,,"Clothing,Performance Fabrics,Tees",,,TRUE,Size,M,Color,Green,,,WS03-M-Green,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws03-blue_main.jpg,
iris-workout-top,"Iris Workout Top",,,"Clothing,Performance Fabrics,Tees",,,TRUE,Size,M,Color,Red,,,WS03-M-Red,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws03-blue_main.jpg,
iris-workout-top,"Iris Workout Top",,,"Clothing,Performance Fabrics,Tees",,,TRUE,Size,S,Color,Blue,,,WS03-S-Blue,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws03-blue_main.jpg,
iris-workout-top,"Iris Workout Top",,,"Clothing,Performance Fabrics,Tees",,,TRUE,Size,S,Color,Green,,,WS03-S-Green,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws03-blue_main.jpg,
iris-workout-top,"Iris Workout Top",,,"Clothing,Performance Fabrics,Tees",,,TRUE,Size,S,Color,Red,,,WS03-S-Red,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws03-blue_main.jpg,
iris-workout-top,"Iris Workout Top",,,"Clothing,Performance Fabrics,Tees",,,TRUE,Size,XL,Color,Blue,,,WS03-XL-Blue,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws03-blue_main.jpg,
iris-workout-top,"Iris Workout Top",,,"Clothing,Performance Fabrics,Tees",,,TRUE,Size,XL,Color,Green,,,WS03-XL-Green,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws03-blue_main.jpg,
iris-workout-top,"Iris Workout Top",,,"Clothing,Performance Fabrics,Tees",,,TRUE,Size,XL,Color,Red,,,WS03-XL-Red,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws03-blue_main.jpg,
iris-workout-top,"Iris Workout Top",,,"Clothing,Performance Fabrics,Tees",,,TRUE,Size,XS,Color,Blue,,,WS03-XS-Blue,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws03-blue_main.jpg,
iris-workout-top,"Iris Workout Top",,,"Clothing,Performance Fabrics,Tees",,,TRUE,Size,XS,Color,Green,,,WS03-XS-Green,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws03-blue_main.jpg,
iris-workout-top,"Iris Workout Top",,,"Clothing,Performance Fabrics,Tees",,,TRUE,Size,XS,Color,Red,,,WS03-XS-Red,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws03-blue_main.jpg,
layla-tee,"Layla Tee",,,"Clothing,Eco Friendly,New Luma Yoga Collection,Tees",,,TRUE,Size,L,Color,Blue,,,WS04-L-Blue,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws04-blue_main.jpg,
layla-tee,"Layla Tee",,,"Clothing,Eco Friendly,New Luma Yoga Collection,Tees",,,TRUE,Size,L,Color,Green,,,WS04-L-Green,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws04-blue_main.jpg,
layla-tee,"Layla Tee",,,"Clothing,Eco Friendly,New Luma Yoga Collection,Tees",,,TRUE,Size,L,Color,Red,,,WS04-L-Red,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws04-blue_main.jpg,
layla-tee,"Layla Tee",,,"Clothing,Eco Friendly,New Luma Yoga Collection,Tees",,,TRUE,Size,M,Color,Blue,,,WS04-M-Blue,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws04-blue_main.jpg,
layla-tee,"Layla Tee",,,"Clothing,Eco Friendly,New Luma Yoga Collection,Tees",,,TRUE,Size,M,Color,Green,,,WS04-M-Green,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws04-blue_main.jpg,
layla-tee,"Layla Tee",,,"Clothing,Eco Friendly,New Luma Yoga Collection,Tees",,,TRUE,Size,M,Color,Red,,,WS04-M-Red,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws04-blue_main.jpg,
layla-tee,"Layla Tee",,,"Clothing,Eco Friendly,New Luma Yoga Collection,Tees",,,TRUE,Size,S,Color,Blue,,,WS04-S-Blue,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws04-blue_main.jpg,
layla-tee,"Layla Tee",,,"Clothing,Eco Friendly,New Luma Yoga Collection,Tees",,,TRUE,Size,S,Color,Green,,,WS04-S-Green,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws04-blue_main.jpg,
layla-tee,"Layla Tee",,,"Clothing,Eco Friendly,New Luma Yoga Collection,Tees",,,TRUE,Size,S,Color,Red,,,WS04-S-Red,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws04-blue_main.jpg,
layla-tee,"Layla Tee",,,"Clothing,Eco Friendly,New Luma Yoga Collection,Tees",,,TRUE,Size,XL,Color,Blue,,,WS04-XL-Blue,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws04-blue_main.jpg,
layla-tee,"Layla Tee",,,"Clothing,Eco Friendly,New Luma Yoga Collection,Tees",,,TRUE,Size,XL,Color,Green,,,WS04-XL-Green,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws04-blue_main.jpg,
layla-tee,"Layla Tee",,,"Clothing,Eco Friendly,New Luma Yoga Collection,Tees",,,TRUE,Size,XL,Color,Red,,,WS04-XL-Red,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws04-blue_main.jpg,
layla-tee,"Layla Tee",,,"Clothing,Eco Friendly,New Luma Yoga Collection,Tees",,,TRUE,Size,XS,Color,Blue,,,WS04-XS-Blue,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws04-blue_main.jpg,
layla-tee,"Layla Tee",,,"Clothing,Eco Friendly,New Luma Yoga Collection,Tees",,,TRUE,Size,XS,Color,Green,,,WS04-XS-Green,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws04-blue_main.jpg,
layla-tee,"Layla Tee",,,"Clothing,Eco Friendly,New Luma Yoga Collection,Tees",,,TRUE,Size,XS,Color,Red,,,WS04-XS-Red,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws04-blue_main.jpg,
desiree-fitness-tee,"Desiree Fitness Tee",,,"Clothing,Tees",,,TRUE,Size,L,Color,Black,,,WS05-L-Black,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws05-black_main.jpg,
desiree-fitness-tee,"Desiree Fitness Tee",,,"Clothing,Tees",,,TRUE,Size,L,Color,Orange,,,WS05-L-Orange,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws05-black_main.jpg,
desiree-fitness-tee,"Desiree Fitness Tee",,,"Clothing,Tees",,,TRUE,Size,L,Color,Yellow,,,WS05-L-Yellow,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws05-black_main.jpg,
desiree-fitness-tee,"Desiree Fitness Tee",,,"Clothing,Tees",,,TRUE,Size,M,Color,Black,,,WS05-M-Black,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws05-black_main.jpg,
